#      date    value 
 2018-07-19 0.883204 
 2018-07-20 0.8563241 
 2018-07-21 0.8639955 
 2018-07-22 0.8684587 
 2018-07-23 0.8629287 
 2018-07-24 0.9217253 
 2018-07-25 0.881319 
 2018-07-26 0.8335722 
 2018-07-27 0.8151425 
 2018-07-28 0.8212432 
 2018-07-29 0.8041798 
 2018-07-30 0.9075559 
 2018-07-31 3.077435 
 2018-08-01 4.588584 
 2018-08-02 2.656785 
 2018-08-03 1.228378 
 2018-08-04  0.91071 
 2018-08-05 0.8321761 
 2018-08-06 0.7795609 
 2018-08-07 0.756822 
 2018-08-08 3.655996 
 2018-08-09 2.979083 
 2018-08-10 1.298165 
 2018-08-11 0.8919832 
 2018-08-12 0.8304259 
 2018-08-13 0.7673677 
 2018-08-14 0.7302395 
 2018-08-15 0.7143854 
 2018-08-16 0.9279668 
 2018-08-17 1.935487 
 2018-08-18   2.7699 
 2018-08-19 2.023415 
 2018-08-20 1.057574 
 2018-08-21 1.323483 
 2018-08-22 2.864309 
 2018-08-23 1.535048 
 2018-08-24 0.9230414 
 2018-08-25 0.881286 
 2018-08-26 3.592955 
 2018-08-27 3.211853 
 2018-08-28 1.249736 
